participant number,Scenario number,index 1,index 2,dataframe eye,start drive,end drive,initial start eye,initial end eye,lag,new start eye,new end eye,star video,end video,start in,end in,video_path
234,4.0,206,3798,data_eye\234_4.0_4.12746586662095.pkl,2023-08-17 13:59:04.659,2023-08-17 14:00:16.632,2023-08-17 13:52:50,2023-08-17 13:56:43.850430,-370.531534,2023-08-17 13:59:00.531534,2023-08-17 14:02:54.381964,4.12746586662095,76.10046586662095,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T125250Z\scenevideo.mp4
234,8.0,4007,6273,data_eye\234_8.0_80.28546586662095.pkl,2023-08-17 14:00:20.817,2023-08-17 14:01:06.210,2023-08-17 13:52:50,2023-08-17 13:56:43.850430,-370.531534,2023-08-17 13:59:00.531534,2023-08-17 14:02:54.381964,80.28546586662095,125.67846586662095,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T125250Z\scenevideo.mp4
234,8,6667,11439,data_eye\234_8_133.57146586662097.pkl,2023-08-17 14:01:14.103,2023-08-17 14:02:49.721,2023-08-17 13:52:50,2023-08-17 13:56:43.850430,-370.531534,2023-08-17 13:59:00.531534,2023-08-17 14:02:54.381964,133.57146586662097,229.18946586662096,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T125250Z\scenevideo.mp4
235,3.0,436,4550,data_eye\235_3.0_8.735801003473561.pkl,2023-08-17 14:54:25.160,2023-08-17 14:55:47.578,2023-08-17 14:48:03,2023-08-17 14:51:32.322981,-373.424199,2023-08-17 14:54:16.424199,2023-08-17 14:57:45.747180,8.735801003473561,91.15380100347357,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T134803Z\scenevideo.mp4
235,5.0,4843,10136,data_eye\235_5.0_97.02180100347357.pkl,2023-08-17 14:55:53.446,2023-08-17 14:57:39.509,2023-08-17 14:48:03,2023-08-17 14:51:32.322981,-373.424199,2023-08-17 14:54:16.424199,2023-08-17 14:57:45.747180,97.02180100347357,203.08480100347356,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T134803Z\scenevideo.mp4
235,4.0,554,4336,data_eye\235_4.0_11.100086962679695.pkl,2023-08-17 14:58:41.323,2023-08-17 14:59:57.104,2023-08-17 14:52:18,2023-08-17 15:01:44.041277,-372.222913,2023-08-17 14:58:30.222913,2023-08-17 15:07:56.264190,11.100086962679695,86.8810869626797,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T135218Z\scenevideo.mp4
235,8,4792,9933,data_eye\235_8_96.0130869626797.pkl,2023-08-17 15:00:06.236,2023-08-17 15:01:49.258,2023-08-17 14:52:18,2023-08-17 15:01:44.041277,-372.222913,2023-08-17 14:58:30.222913,2023-08-17 15:07:56.264190,96.0130869626797,199.0350869626797,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T135218Z\scenevideo.mp4
236,3.0,252,4465,data_eye\236_3.0_5.049131730390225.pkl,2023-08-17 15:23:39.628,2023-08-17 15:25:04.046,2023-08-17 15:17:22,2023-08-17 15:22:27.585930,-372.578868,2023-08-17 15:23:34.578868,2023-08-17 15:28:40.164798,5.049131730390225,89.46713173039024,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T141722Z\scenevideo.mp4
236,3.0,4619,8892,data_eye\236_3.0_92.55013173039023.pkl,2023-08-17 15:25:07.129,2023-08-17 15:26:32.737,2023-08-17 15:17:22,2023-08-17 15:22:27.585930,-372.578868,2023-08-17 15:23:34.578868,2023-08-17 15:28:40.164798,92.55013173039023,178.15813173039024,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T141722Z\scenevideo.mp4
236,5.0,9170,15193,data_eye\236_5.0_183.73313173039026.pkl,2023-08-17 15:26:38.312,2023-08-17 15:28:38.999,2023-08-17 15:17:22,2023-08-17 15:22:27.585930,-372.578868,2023-08-17 15:23:34.578868,2023-08-17 15:28:40.164798,183.73313173039026,304.42013173039027,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T141722Z\scenevideo.mp4
