participant number,Scenario number,index 1,index 2,dataframe eye,start drive,end drive,initial start eye,initial end eye,lag,new start eye,new end eye,star video,end video,start in,end in,video_path
36,3.0,8361,13130,data_eye\36_3.0_167.5272923076923.pkl,2022-10-27 14:32:49.357,2022-10-27 14:34:24.911,2022-10-27 14:29:34,2022-10-27 14:36:59.037651,-27.829708,2022-10-27 14:30:01.829708,2022-10-27 14:37:26.867359,167.5272923076923,263.0812923076923,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T132934Z\scenevideo.mp4
36,5.0,14580,20934,data_eye\36_5.0_292.1232923076923.pkl,2022-10-27 14:34:53.953,2022-10-27 14:37:01.267,2022-10-27 14:29:34,2022-10-27 14:36:59.037651,-27.829708,2022-10-27 14:30:01.829708,2022-10-27 14:37:26.867359,292.1232923076923,419.43729230769225,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T132934Z\scenevideo.mp4
36,4.0,374,4888,data_eye\36_4.0_7.493557027300303.pkl,2022-10-27 14:38:01.480,2022-10-27 14:39:31.927,2022-10-27 14:37:45,2022-10-27 14:43:02.159166,-8.986443,2022-10-27 14:37:53.986443,2022-10-27 14:43:11.145609,7.493557027300303,97.9405570273003,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T133745Z\scenevideo.mp4
36,8.0,8858,14773,data_eye\36_8.0_177.48355702730032.pkl,2022-10-27 14:40:51.470,2022-10-27 14:42:49.986,2022-10-27 14:37:45,2022-10-27 14:43:02.159166,-8.986443,2022-10-27 14:37:53.986443,2022-10-27 14:43:11.145609,177.48355702730032,295.99955702730034,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T133745Z\scenevideo.mp4
37,3,320,4492,data_eye\37_3_6.411603223117533.pkl,2022-10-27 14:54:39.699,2022-10-27 14:56:03.291,2022-10-27 14:54:24,2022-10-27 14:59:14.198296,-9.287397,2022-10-27 14:54:33.287397,2022-10-27 14:59:23.485693,6.411603223117533,90.00360322311754,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T135424Z\scenevideo.mp4
37,5.0,9382,14250,data_eye\37_5.0_187.99060322311755.pkl,2022-10-27 14:57:41.278,2022-10-27 14:59:18.800,2022-10-27 14:54:24,2022-10-27 14:59:14.198296,-9.287397,2022-10-27 14:54:33.287397,2022-10-27 14:59:23.485693,187.99060322311755,285.51260322311754,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T135424Z\scenevideo.mp4
37,4,266,3983,data_eye\37_4_5.329642499999999.pkl,2022-10-27 15:00:16.051,2022-10-27 15:01:30.536,2022-10-27 15:00:01,2022-10-27 15:03:33.779608,-9.721358,2022-10-27 15:00:10.721358,2022-10-27 15:03:43.500966,5.329642499999999,79.8146425,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T140001Z\scenevideo.mp4
37,8.0,4719,10564,data_eye\37_8.0_94.5486425.pkl,2022-10-27 15:01:45.270,2022-10-27 15:03:42.379,2022-10-27 15:00:01,2022-10-27 15:03:33.779608,-9.721358,2022-10-27 15:00:10.721358,2022-10-27 15:03:43.500966,94.5486425,211.6576425,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T140001Z\scenevideo.mp4
38,3.0,880,4562,data_eye\38_3.0_17.631868053065617.pkl,2022-10-27 15:28:05.271,2022-10-27 15:29:19.044,2022-10-27 15:27:46,2022-10-27 15:31:29.576936,-1.639132,2022-10-27 15:27:47.639132,2022-10-27 15:31:31.216068,17.631868053065617,91.40486805306561,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T142746Z\scenevideo.mp4
38,5.0,4900,9738,data_eye\38_5.0_98.18786805306561.pkl,2022-10-27 15:29:25.827,2022-10-27 15:31:02.764,2022-10-27 15:27:46,2022-10-27 15:31:29.576936,-1.639132,2022-10-27 15:27:47.639132,2022-10-27 15:31:31.216068,98.18786805306561,195.1248680530656,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T142746Z\scenevideo.mp4
38,4.0,376,4356,data_eye\38_4.0_7.533621290232688.pkl,2022-10-27 15:32:08.466,2022-10-27 15:33:28.221,2022-10-27 15:31:52,2022-10-27 15:36:40.236175,-8.932379,2022-10-27 15:32:00.932379,2022-10-27 15:36:49.168554,7.533621290232688,87.28862129023268,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T143152Z\scenevideo.mp4
38,8,4442,10320,data_eye\38_8_88.99662129023268.pkl,2022-10-27 15:33:29.929,2022-10-27 15:35:27.716,2022-10-27 15:31:52,2022-10-27 15:36:40.236175,-8.932379,2022-10-27 15:32:00.932379,2022-10-27 15:36:49.168554,88.99662129023268,206.7836212902327,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T143152Z\scenevideo.mp4
39,3.0,176,4195,data_eye\39_3.0_3.5263837753510145.pkl,2022-10-27 16:03:44.410,2022-10-27 16:05:05.430,2022-10-27 15:42:09,2022-10-27 15:43:52.172268,-1291.883616,2022-10-27 16:03:40.883616,2022-10-27 16:05:24.055884,3.5263837753510145,84.54638377535102,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T144209Z\scenevideo.mp4
39,5.0,0,5110,data_eye\39_5.0_109.65538377535103.pkl,2022-10-27 16:05:30.539,2022-10-27 16:07:39.105,2022-10-27 15:42:09,2022-10-27 15:43:52.172268,-1291.883616,2022-10-27 16:03:40.883616,2022-10-27 16:05:24.055884,109.65538377535103,238.22138377535103,False,False,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T144209Z\scenevideo.mp4
39,4.0,479,4681,data_eye\39_4.0_9.657467548606935.pkl,2022-10-27 16:08:45.537,2022-10-27 16:10:09.717,2022-10-27 16:08:31,2022-10-27 16:15:11.930290,-4.879532,2022-10-27 16:08:35.879532,2022-10-27 16:15:16.809822,9.657467548606935,93.83746754860694,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T150831Z\scenevideo.mp4
39,8.0,14051,19599,data_eye\39_8.0_281.58946754860693.pkl,2022-10-27 16:13:17.469,2022-10-27 16:15:08.624,2022-10-27 16:08:31,2022-10-27 16:15:11.930290,-4.879532,2022-10-27 16:08:35.879532,2022-10-27 16:15:16.809822,281.58946754860693,392.74446754860696,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T150831Z\scenevideo.mp4
40,3,616,4547,data_eye\40_3_12.342322838442989.pkl,2022-10-27 16:29:39.287,2022-10-27 16:30:58.060,2022-10-27 16:29:25,2022-10-27 16:33:17.717562,-1.944677,2022-10-27 16:29:26.944677,2022-10-27 16:33:19.662239,12.342322838442989,91.11532283844298,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T152925Z\scenevideo.mp4
40,5.0,6758,11615,data_eye\40_5.0_135.41932283844298.pkl,2022-10-27 16:31:42.364,2022-10-27 16:33:22.280,2022-10-27 16:29:25,2022-10-27 16:33:17.717562,-1.944677,2022-10-27 16:29:26.944677,2022-10-27 16:33:19.662239,135.41932283844298,235.33532283844298,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T152925Z\scenevideo.mp4
40,4.0,4264,8051,data_eye\40_4.0_85.43456120669339.pkl,2022-10-27 16:34:20.075,2022-10-27 16:35:35.938,2022-10-27 16:34:06,2022-10-27 16:39:47.181390,71.359561,2022-10-27 16:32:54.640439,2022-10-27 16:38:35.821829,85.43456120669339,161.2975612066934,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T153406Z\scenevideo.mp4
40,8,11626,17029,data_eye\40_8_232.9315612066934.pkl,2022-10-27 16:36:47.572,2022-10-27 16:38:44.849,2022-10-27 16:34:06,2022-10-27 16:39:47.181390,71.359561,2022-10-27 16:32:54.640439,2022-10-27 16:38:35.821829,232.9315612066934,350.2085612066934,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T153406Z\scenevideo.mp4
41,3.0,1048,5837,data_eye\41_3.0_20.99799788436987.pkl,2022-10-27 16:54:05.566,2022-10-27 16:55:41.520,2022-10-27 16:53:47,2022-10-27 16:57:26.822705,2.431998,2022-10-27 16:53:44.568002,2022-10-27 16:57:24.390707,20.99799788436987,116.95199788436986,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T155347Z\scenevideo.mp4
41,5.0,6853,10972,data_eye\41_5.0_137.29999788436987.pkl,2022-10-27 16:56:01.868,2022-10-27 16:57:27.995,2022-10-27 16:53:47,2022-10-27 16:57:26.822705,2.431998,2022-10-27 16:53:44.568002,2022-10-27 16:57:24.390707,137.29999788436987,223.42699788436988,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T155347Z\scenevideo.mp4
41,4.0,882,4927,data_eye\41_4.0_17.671956359007.pkl,2022-10-27 16:58:36.314,2022-10-27 16:59:57.362,2022-10-27 16:58:21,2022-10-27 17:03:35.800886,2.357956,2022-10-27 16:58:18.642044,2022-10-27 17:03:33.442930,17.671956359007,98.719956359007,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T155821Z\scenevideo.mp4
41,8.0,10575,15712,data_eye\41_8.0_211.879956359007.pkl,2022-10-27 17:01:50.522,2022-10-27 17:03:40.656,2022-10-27 16:58:21,2022-10-27 17:03:35.800886,2.357956,2022-10-27 16:58:18.642044,2022-10-27 17:03:33.442930,211.879956359007,322.013956359007,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T155821Z\scenevideo.mp4
43,3,1174,5039,data_eye\43_3_23.52258211114765.pkl,2022-10-27 17:47:03.081,2022-10-27 17:48:20.509,2022-10-27 17:46:47,2022-10-27 17:50:52.044576,7.441582,2022-10-27 17:46:39.558418,2022-10-27 17:50:44.602994,23.52258211114765,100.95058211114764,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T164647Z\scenevideo.mp4
43,5,7878,12231,data_eye\43_5_157.83558211114763.pkl,2022-10-27 17:49:17.394,2022-10-27 17:50:57.147,2022-10-27 17:46:47,2022-10-27 17:50:52.044576,7.441582,2022-10-27 17:46:39.558418,2022-10-27 17:50:44.602994,157.83558211114763,257.5885821111476,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T164647Z\scenevideo.mp4
43,4.0,334,4111,data_eye\43_4.0_6.692109515651769.pkl,2022-10-27 17:51:48.596,2022-10-27 17:53:04.261,2022-10-27 17:51:35,2022-10-27 17:55:52.932247,-6.90389,2022-10-27 17:51:41.903890,2022-10-27 17:55:59.836137,6.692109515651769,82.35710951565177,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T165135Z\scenevideo.mp4
43,8.0,7513,12809,data_eye\43_8.0_150.52510951565176.pkl,2022-10-27 17:54:12.429,2022-10-27 17:55:58.547,2022-10-27 17:51:35,2022-10-27 17:55:52.932247,-6.90389,2022-10-27 17:51:41.903890,2022-10-27 17:55:59.836137,150.52510951565176,256.64310951565176,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T165135Z\scenevideo.mp4
44,3.0,796,4988,data_eye\44_3.0_15.948845871559634.pkl,2022-10-27 18:19:20.970,2022-10-27 18:20:44.958,2022-10-27 18:19:05,2022-10-27 18:22:53.007411,-0.021154,2022-10-27 18:19:05.021154,2022-10-27 18:22:53.028565,15.948845871559634,99.93684587155963,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T171905Z\scenevideo.mp4
44,5.0,6018,11380,data_eye\44_5.0_120.58384587155965.pkl,2022-10-27 18:21:05.605,2022-10-27 18:22:54.153,2022-10-27 18:19:05,2022-10-27 18:22:53.007411,-0.021154,2022-10-27 18:19:05.021154,2022-10-27 18:22:53.028565,120.58384587155965,229.13184587155965,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T171905Z\scenevideo.mp4
44,4.0,726,4468,data_eye\44_4.0_14.546309050279328.pkl,2022-10-27 18:23:56.902,2022-10-27 18:25:11.881,2022-10-27 18:23:45,2022-10-27 18:27:22.347081,2.644309,2022-10-27 18:23:42.355691,2022-10-27 18:27:19.702772,14.546309050279328,89.52530905027933,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T172345Z\scenevideo.mp4
44,8,5509,10615,data_eye\44_8_110.37730905027934.pkl,2022-10-27 18:25:32.733,2022-10-27 18:27:15.048,2022-10-27 18:23:45,2022-10-27 18:27:22.347081,2.644309,2022-10-27 18:23:42.355691,2022-10-27 18:27:19.702772,110.37730905027934,212.69230905027933,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T172345Z\scenevideo.mp4
45,3.0,490,4366,data_eye\45_3.0_9.817756152849743.pkl,2022-10-27 18:45:41.502,2022-10-27 18:46:59.160,2022-10-27 18:45:25,2022-10-27 18:49:32.974408,-6.684244,2022-10-27 18:45:31.684244,2022-10-27 18:49:39.658652,9.817756152849743,87.47575615284974,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T174525Z\scenevideo.mp4
45,5.0,6713,11572,data_eye\45_5.0_134.50575615284976.pkl,2022-10-27 18:47:46.190,2022-10-27 18:49:23.538,2022-10-27 18:45:25,2022-10-27 18:49:32.974408,-6.684244,2022-10-27 18:45:31.684244,2022-10-27 18:49:39.658652,134.50575615284976,231.85375615284977,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T174525Z\scenevideo.mp4
45,4,968,5281,data_eye\45_4_19.395094610778443.pkl,2022-10-27 18:50:10.720,2022-10-27 18:51:37.135,2022-10-27 18:49:55,2022-10-27 18:54:51.318584,3.675095,2022-10-27 18:49:51.324905,2022-10-27 18:54:47.643489,19.395094610778443,105.81009461077845,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T174955Z\scenevideo.mp4
45,8.0,8444,14781,data_eye\45_8.0_169.17009461077845.pkl,2022-10-27 18:52:40.495,2022-10-27 18:54:47.475,2022-10-27 18:49:55,2022-10-27 18:54:51.318584,3.675095,2022-10-27 18:49:51.324905,2022-10-27 18:54:47.643489,169.17009461077845,296.15009461077847,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221027T174955Z\scenevideo.mp4
46,3.0,672,4640,data_eye\46_3.0_13.464361223498948.pkl,2022-10-28 09:28:39.494,2022-10-28 09:29:59.000,2022-10-28 09:28:12,2022-10-28 09:32:22.100971,-14.029639,2022-10-28 09:28:26.029639,2022-10-28 09:32:36.130610,13.464361223498948,92.97036122349894,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T082812Z\scenevideo.mp4
46,5,5905,10770,data_eye\46_5_118.32236122349894.pkl,2022-10-28 09:30:24.352,2022-10-28 09:32:01.814,2022-10-28 09:28:12,2022-10-28 09:32:22.100971,-14.029639,2022-10-28 09:28:26.029639,2022-10-28 09:32:36.130610,118.32236122349894,215.78436122349893,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T082812Z\scenevideo.mp4
46,4.0,412,4121,data_eye\46_4.0_8.254919143239626.pkl,2022-10-28 09:33:15.257,2022-10-28 09:34:29.569,2022-10-28 09:32:52,2022-10-28 09:36:51.509481,-15.002081,2022-10-28 09:33:07.002081,2022-10-28 09:37:06.511562,8.254919143239626,82.56691914323963,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T083252Z\scenevideo.mp4
46,8.0,5105,10747,data_eye\46_8.0_102.29491914323964.pkl,2022-10-28 09:34:49.297,2022-10-28 09:36:42.346,2022-10-28 09:32:52,2022-10-28 09:36:51.509481,-15.002081,2022-10-28 09:33:07.002081,2022-10-28 09:37:06.511562,102.29491914323964,215.34391914323965,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T083252Z\scenevideo.mp4
48,3.0,780,4789,data_eye\48_3.0_15.628271155595998.pkl,2022-10-28 10:30:40.174,2022-10-28 10:32:00.513,2022-10-28 10:30:10,2022-10-28 10:34:34.312711,-14.545729,2022-10-28 10:30:24.545729,2022-10-28 10:34:48.858440,15.628271155595998,95.967271155596,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T093010Z\scenevideo.mp4
48,5.0,6164,10809,data_eye\48_5.0_123.503271155596.pkl,2022-10-28 10:32:28.049,2022-10-28 10:34:01.132,2022-10-28 10:30:10,2022-10-28 10:34:34.312711,-14.545729,2022-10-28 10:30:24.545729,2022-10-28 10:34:48.858440,123.503271155596,216.586271155596,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T093010Z\scenevideo.mp4
48,4.0,618,4357,data_eye\48_4.0_12.382397481259371.pkl,2022-10-28 10:35:18.454,2022-10-28 10:36:33.383,2022-10-28 10:34:52,2022-10-28 10:41:33.102435,-14.071603,2022-10-28 10:35:06.071603,2022-10-28 10:41:47.174038,12.382397481259371,87.31139748125938,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T093452Z\scenevideo.mp4
48,8.0,11052,16710,data_eye\48_8.0_221.44339748125938.pkl,2022-10-28 10:38:47.515,2022-10-28 10:40:40.876,2022-10-28 10:34:52,2022-10-28 10:41:33.102435,-14.071603,2022-10-28 10:35:06.071603,2022-10-28 10:41:47.174038,221.44339748125938,334.8043974812594,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T093452Z\scenevideo.mp4
49,3.0,576,4111,data_eye\49_3.0_11.540882235253536.pkl,2022-10-28 10:58:04.656,2022-10-28 10:59:15.477,2022-10-28 10:57:39,2022-10-28 11:01:32.443375,-14.115118,2022-10-28 10:57:53.115118,2022-10-28 11:01:46.558493,11.540882235253536,82.36188223525353,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T095739Z\scenevideo.mp4
49,5.0,6902,10149,data_eye\49_5.0_138.28688223525353.pkl,2022-10-28 11:00:11.402,2022-10-28 11:01:16.453,2022-10-28 10:57:39,2022-10-28 11:01:32.443375,-14.115118,2022-10-28 10:57:53.115118,2022-10-28 11:01:46.558493,138.28688223525353,203.33788223525352,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T095739Z\scenevideo.mp4
49,4.0,4188,7754,data_eye\49_4.0_83.92758957706955.pkl,2022-10-28 11:03:46.645,2022-10-28 11:04:58.093,2022-10-28 11:02:27,2022-10-28 11:09:06.920891,4.28259,2022-10-28 11:02:22.717410,2022-10-28 11:09:02.638301,83.92758957706955,155.37558957706955,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T100227Z\scenevideo.mp4
49,8.0,15976,19960,data_eye\49_8.0_320.09858957706956.pkl,2022-10-28 11:07:42.816,2022-10-28 11:09:09.752,2022-10-28 11:02:27,2022-10-28 11:09:06.920891,4.28259,2022-10-28 11:02:22.717410,2022-10-28 11:09:02.638301,320.09858957706956,407.0345895770696,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T100227Z\scenevideo.mp4
51,3.0,635,4435,data_eye\51_3.0_12.78314079618918.pkl,2022-10-28 11:57:33.484,2022-10-28 11:58:49.618,2022-10-28 11:57:10,2022-10-28 12:01:06.569380,-10.700859,2022-10-28 11:57:20.700859,2022-10-28 12:01:17.270239,12.78314079618918,88.91714079618919,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T105710Z\scenevideo.mp4
51,5.0,6793,11699,data_eye\51_5.0_136.15814079618917.pkl,2022-10-28 11:59:36.859,2022-10-28 12:01:15.163,2022-10-28 11:57:10,2022-10-28 12:01:06.569380,-10.700859,2022-10-28 11:57:20.700859,2022-10-28 12:01:17.270239,136.15814079618917,234.46214079618917,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T105710Z\scenevideo.mp4
51,4.0,616,4170,data_eye\51_4.0_12.342322036595066.pkl,2022-10-28 12:02:06.625,2022-10-28 12:03:17.834,2022-10-28 12:01:47,2022-10-28 12:05:08.921238,-7.282678,2022-10-28 12:01:54.282678,2022-10-28 12:05:16.203916,12.342322036595066,83.55132203659507,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T110147Z\scenevideo.mp4
51,8.0,5174,10078,data_eye\51_8.0_103.67632203659507.pkl,2022-10-28 12:03:37.959,2022-10-28 12:05:18.413,2022-10-28 12:01:47,2022-10-28 12:05:08.921238,-7.282678,2022-10-28 12:01:54.282678,2022-10-28 12:05:16.203916,103.67632203659507,204.13032203659506,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T110147Z\scenevideo.mp4
52,3.0,828,5227,data_eye\52_3.0_16.590004274611402.pkl,2022-10-28 13:24:20.693,2022-10-28 13:25:48.815,2022-10-28 13:23:50,2022-10-28 13:27:58.450701,-14.102996,2022-10-28 13:24:04.102996,2022-10-28 13:28:12.553697,16.590004274611402,104.7120042746114,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T122350Z\scenevideo.mp4
52,5,6878,11546,data_eye\52_5_137.8040042746114.pkl,2022-10-28 13:26:21.907,2022-10-28 13:27:55.437,2022-10-28 13:23:50,2022-10-28 13:27:58.450701,-14.102996,2022-10-28 13:24:04.102996,2022-10-28 13:28:12.553697,137.8040042746114,231.3340042746114,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T122350Z\scenevideo.mp4
52,4.0,1002,4815,data_eye\52_4.0_20.07631924077759.pkl,2022-10-28 13:28:55.857,2022-10-28 13:30:12.241,2022-10-28 13:28:33,2022-10-28 13:32:54.877043,-2.780681,2022-10-28 13:28:35.780681,2022-10-28 13:32:57.657724,20.07631924077759,96.4603192407776,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T122833Z\scenevideo.mp4
52,8.0,6218,11646,data_eye\52_8.0_124.58131924077759.pkl,2022-10-28 13:30:40.362,2022-10-28 13:32:29.112,2022-10-28 13:28:33,2022-10-28 13:32:54.877043,-2.780681,2022-10-28 13:28:35.780681,2022-10-28 13:32:57.657724,124.58131924077759,233.3313192407776,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T122833Z\scenevideo.mp4
54,3.0,744,5237,data_eye\54_3.0_14.906963226150294.pkl,2022-10-28 14:29:33.142,2022-10-28 14:31:03.176,2022-10-28 14:29:11,2022-10-28 14:32:56.666947,-7.235037,2022-10-28 14:29:18.235037,2022-10-28 14:33:03.901984,14.906963226150294,104.9409632261503,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T132911Z\scenevideo.mp4
54,5.0,6095,11131,data_eye\54_5.0_122.1279632261503.pkl,2022-10-28 14:31:20.363,2022-10-28 14:33:01.268,2022-10-28 14:29:11,2022-10-28 14:32:56.666947,-7.235037,2022-10-28 14:29:18.235037,2022-10-28 14:33:03.901984,122.1279632261503,223.0329632261503,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T132911Z\scenevideo.mp4
54,4,1988,5827,data_eye\54_4_39.83202761678543.pkl,2022-10-28 14:34:14.273,2022-10-28 14:35:31.202,2022-10-28 14:33:50,2022-10-28 14:38:03.114582,15.559028,2022-10-28 14:33:34.440972,2022-10-28 14:37:47.555554,39.83202761678543,116.76102761678544,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T133350Z\scenevideo.mp4
54,8.0,7061,12450,data_eye\54_8.0_141.48302761678542.pkl,2022-10-28 14:35:55.924,2022-10-28 14:37:43.902,2022-10-28 14:33:50,2022-10-28 14:38:03.114582,15.559028,2022-10-28 14:33:34.440972,2022-10-28 14:37:47.555554,141.48302761678542,249.46102761678543,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T133350Z\scenevideo.mp4
56,3,392,4449,data_eye\56_3_7.854200109110748.pkl,2022-10-28 15:18:56.954,2022-10-28 15:20:18.247,2022-10-28 14:58:44,2022-10-28 15:03:39.271053,-1205.0998,2022-10-28 15:18:49.099800,2022-10-28 15:23:44.370853,7.854200109110748,89.14720010911076,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T135844Z\scenevideo.mp4
56,5.0,5231,8866,data_eye\56_5.0_104.81720010911074.pkl,2022-10-28 15:20:33.917,2022-10-28 15:21:46.745,2022-10-28 14:58:44,2022-10-28 15:03:39.271053,-1205.0998,2022-10-28 15:18:49.099800,2022-10-28 15:23:44.370853,104.81720010911074,177.64520010911076,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20221028T135844Z\scenevideo.mp4
