time,class,AOI,xmax,xmin,ymax,ymin
69.423272,0,speed,tensor(1323.9049),tensor(1201.1482),tensor(493.2116),tensor(394.8181)
69.423272,2,side mirror,tensor(1920.),tensor(1808.5105),tensor(407.9066),tensor(248.1572)
69.423272,1,reer mirror,tensor(1185.2744),tensor(842.7241),tensor(221.3313),tensor(93.1457)
69.423272,2,side mirror,tensor(253.2120),tensor(0.8811),tensor(367.6859),tensor(193.8888)
69.46334454485819,0,speed,tensor(1321.7202),tensor(1199.9741),tensor(493.1786),tensor(395.1623)
69.46334454485819,1,reer mirror,tensor(1181.1790),tensor(834.8173),tensor(221.8963),tensor(92.4414)
69.46334454485819,2,side mirror,tensor(1920.),tensor(1798.9630),tensor(410.1161),tensor(250.1568)
69.46334454485819,2,side mirror,tensor(254.2718),tensor(0.5568),tensor(367.2458),tensor(193.6128)
69.50341708971638,0,speed,tensor(1318.3983),tensor(1197.5255),tensor(493.4195),tensor(395.6665)
69.50341708971638,1,reer mirror,tensor(1178.1989),tensor(837.9761),tensor(222.4297),tensor(93.2228)
69.50341708971638,2,side mirror,tensor(1919.9979),tensor(1790.7690),tensor(409.5983),tensor(248.8259)
69.50341708971638,2,side mirror,tensor(251.2080),tensor(1.3254),tensor(368.4254),tensor(194.3885)
69.54348963457457,0,speed,tensor(1317.4092),tensor(1198.3198),tensor(492.2075),tensor(394.3017)
69.54348963457457,1,reer mirror,tensor(1174.4884),tensor(829.9374),tensor(221.7182),tensor(93.6010)
69.54348963457457,2,side mirror,tensor(1919.9880),tensor(1783.4979),tensor(409.9828),tensor(246.5332)
69.54348963457457,2,side mirror,tensor(255.2798),tensor(4.3923),tensor(370.7390),tensor(193.6448)
69.58356217943276,2,side mirror,tensor(1919.8656),tensor(1784.8876),tensor(402.8567),tensor(243.4791)
69.58356217943276,1,reer mirror,tensor(1169.5496),tensor(821.1573),tensor(217.8437),tensor(91.3048)
69.58356217943276,0,speed,tensor(1315.9028),tensor(1195.7402),tensor(489.5048),tensor(390.3660)
69.58356217943276,2,side mirror,tensor(253.7117),tensor(3.4463),tensor(370.2922),tensor(194.3576)
69.62363472429095,2,side mirror,tensor(1919.7462),tensor(1782.1241),tensor(398.4054),tensor(236.2505)
69.62363472429095,1,reer mirror,tensor(1165.7913),tensor(820.6093),tensor(215.2975),tensor(89.4628)
69.62363472429095,0,speed,tensor(1315.1752),tensor(1192.6173),tensor(486.1786),tensor(386.7793)
69.62363472429095,2,side mirror,tensor(245.7746),tensor(3.9673),tensor(369.9034),tensor(194.0105)
69.66370726914914,1,reer mirror,tensor(1159.6656),tensor(815.4593),tensor(211.6243),tensor(86.2210)
69.66370726914914,0,speed,tensor(1312.6241),tensor(1190.6426),tensor(483.4152),tensor(382.3203)
69.66370726914914,2,side mirror,tensor(1919.8257),tensor(1773.9602),tensor(394.7808),tensor(232.2686)
69.66370726914914,2,side mirror,tensor(246.5286),tensor(0.7091),tensor(368.9363),tensor(189.1376)
69.70377981400733,2,side mirror,tensor(1920.),tensor(1772.1552),tensor(389.8755),tensor(222.1956)
69.70377981400733,0,speed,tensor(1306.9486),tensor(1174.7723),tensor(479.6006),tensor(375.7738)
69.70377981400733,1,reer mirror,tensor(1161.2589),tensor(815.5997),tensor(204.7014),tensor(81.5288)
69.70377981400733,2,side mirror,tensor(234.7708),tensor(3.3303),tensor(368.3268),tensor(185.4120)
69.74385235886552,1,reer mirror,tensor(1160.5206),tensor(813.7806),tensor(199.9050),tensor(77.4011)
69.74385235886552,2,side mirror,tensor(1919.8246),tensor(1779.9913),tensor(381.0244),tensor(219.3882)
69.74385235886552,0,speed,tensor(1309.0939),tensor(1179.6331),tensor(474.4413),tensor(370.2415)
69.74385235886552,2,side mirror,tensor(231.9754),tensor(3.0726),tensor(363.4211),tensor(181.5105)
69.74385235886552,2,side mirror,tensor(703.9647),tensor(560.4763),tensor(612.9656),tensor(398.5090)
69.78392490372372,2,side mirror,tensor(1919.8308),tensor(1787.5408),tensor(373.3803),tensor(211.2330)
69.78392490372372,1,reer mirror,tensor(1159.5715),tensor(804.0720),tensor(194.7068),tensor(73.2901)
69.78392490372372,2,side mirror,tensor(235.7511),tensor(1.2854),tensor(358.2357),tensor(174.3145)
69.78392490372372,0,speed,tensor(1312.1484),tensor(1179.7610),tensor(469.0244),tensor(367.5807)
69.8239974485819,1,reer mirror,tensor(1162.7301),tensor(816.6813),tensor(189.1708),tensor(68.1683)
69.8239974485819,2,side mirror,tensor(1919.9967),tensor(1786.9010),tensor(368.0249),tensor(207.9218)
69.8239974485819,0,speed,tensor(1318.1108),tensor(1187.6423),tensor(466.0027),tensor(364.5890)
69.8239974485819,2,side mirror,tensor(239.7449),tensor(1.0490),tensor(356.1741),tensor(171.9320)
69.86406999344008,1,reer mirror,tensor(1166.7283),tensor(813.8829),tensor(186.9454),tensor(64.9771)
69.86406999344008,2,side mirror,tensor(238.8111),tensor(0.4135),tensor(348.0478),tensor(167.6324)
69.86406999344008,0,speed,tensor(1320.1531),tensor(1189.2374),tensor(461.6682),tensor(360.4549)
69.86406999344008,2,side mirror,tensor(1920.),tensor(1791.6918),tensor(365.9449),tensor(200.9834)
69.90414253829827,1,reer mirror,tensor(1170.4153),tensor(817.1414),tensor(181.5570),tensor(45.4402)
69.90414253829827,2,side mirror,tensor(1920.),tensor(1806.5504),tensor(359.8412),tensor(198.0543)
69.90414253829827,2,side mirror,tensor(242.1159),tensor(0.0696),tensor(344.9349),tensor(157.6280)
69.90414253829827,0,speed,tensor(1323.8741),tensor(1191.5764),tensor(454.9272),tensor(356.1193)
69.94421508315646,1,reer mirror,tensor(1173.0315),tensor(816.9031),tensor(175.6600),tensor(41.3955)
69.94421508315646,2,side mirror,tensor(243.6293),tensor(0.8803),tensor(338.9930),tensor(155.6376)
69.94421508315646,2,side mirror,tensor(1919.8282),tensor(1818.4537),tensor(355.3258),tensor(193.9270)
69.94421508315646,0,speed,tensor(1322.4137),tensor(1194.6749),tensor(450.1909),tensor(351.9702)
69.98428762801466,1,reer mirror,tensor(1177.4835),tensor(819.9203),tensor(172.8351),tensor(37.8427)
69.98428762801466,2,side mirror,tensor(241.8117),tensor(4.8353),tensor(338.8233),tensor(156.9547)
69.98428762801466,2,side mirror,tensor(1919.8132),tensor(1821.6123),tensor(352.8387),tensor(190.5280)
69.98428762801466,0,speed,tensor(1324.8918),tensor(1197.5922),tensor(449.2139),tensor(352.4610)
70.02436017287285,1,reer mirror,tensor(1180.0206),tensor(820.5187),tensor(171.7756),tensor(37.6500)
70.02436017287285,2,side mirror,tensor(245.5025),tensor(5.3592),tensor(338.3902),tensor(157.2570)
70.02436017287285,2,side mirror,tensor(1919.8601),tensor(1823.6125),tensor(352.3140),tensor(187.5269)
70.02436017287285,0,speed,tensor(1327.4376),tensor(1198.2091),tensor(450.4273),tensor(351.4560)
70.06443271773104,1,reer mirror,tensor(1180.4148),tensor(821.5679),tensor(171.5871),tensor(36.9740)
70.06443271773104,2,side mirror,tensor(250.8513),tensor(0.4771),tensor(333.9074),tensor(154.9036)
70.06443271773104,2,side mirror,tensor(1919.9323),tensor(1825.6923),tensor(352.8439),tensor(187.7395)
70.06443271773104,0,speed,tensor(1328.1270),tensor(1198.8230),tensor(449.5252),tensor(349.6582)
70.10450526258923,1,reer mirror,tensor(1182.3529),tensor(820.8723),tensor(171.7106),tensor(37.6342)
70.10450526258923,2,side mirror,tensor(249.4608),tensor(5.6681),tensor(337.1841),tensor(157.6962)
70.10450526258923,2,side mirror,tensor(1920.),tensor(1829.3622),tensor(353.5934),tensor(185.8634)
70.10450526258923,0,speed,tensor(1329.9126),tensor(1195.5807),tensor(450.0217),tensor(349.7359)
70.14457780744742,1,reer mirror,tensor(1184.3540),tensor(820.3904),tensor(174.1318),tensor(41.3984)
70.14457780744742,2,side mirror,tensor(254.5106),tensor(5.1902),tensor(341.1641),tensor(158.8745)
70.14457780744742,2,side mirror,tensor(1920.),tensor(1831.7948),tensor(355.9860),tensor(186.7937)
70.14457780744742,0,speed,tensor(1332.2324),tensor(1195.5963),tensor(452.6346),tensor(352.2288)
70.18465035230561,1,reer mirror,tensor(1188.5959),tensor(822.0861),tensor(182.1648),tensor(42.5242)
70.18465035230561,2,side mirror,tensor(254.2657),tensor(4.3888),tensor(347.2455),tensor(161.6391)
70.18465035230561,2,side mirror,tensor(1920.),tensor(1832.2988),tensor(359.9571),tensor(197.7349)
70.18465035230561,0,speed,tensor(1330.0565),tensor(1198.9625),tensor(455.7112),tensor(356.1724)
70.2247228971638,1,reer mirror,tensor(1185.1342),tensor(824.4020),tensor(185.5525),tensor(49.8703)
70.2247228971638,0,speed,tensor(1328.8099),tensor(1200.1912),tensor(462.1980),tensor(356.6726)
70.2247228971638,2,side mirror,tensor(252.3239),tensor(3.4036),tensor(349.8851),tensor(170.9580)
70.2247228971638,2,side mirror,tensor(1920.),tensor(1833.1066),tensor(367.8325),tensor(196.9355)
70.26479544202199,1,reer mirror,tensor(1180.8944),tensor(823.9329),tensor(189.3884),tensor(59.6093)
70.26479544202199,2,side mirror,tensor(256.8203),tensor(6.6036),tensor(357.5156),tensor(171.5320)
70.26479544202199,2,side mirror,tensor(1920.),tensor(1832.5592),tensor(374.1922),tensor(205.5813)
70.26479544202199,0,speed,tensor(1332.3330),tensor(1204.8813),tensor(464.3537),tensor(364.9774)
70.30486798688018,1,reer mirror,tensor(1184.1154),tensor(830.8881),tensor(192.0197),tensor(65.5014)
70.30486798688018,2,side mirror,tensor(1920.),tensor(1837.4692),tensor(375.2722),tensor(210.2698)
70.30486798688018,2,side mirror,tensor(259.1656),tensor(8.5306),tensor(364.8135),tensor(177.1989)
70.30486798688018,0,speed,tensor(1333.3185),tensor(1205.1710),tensor(467.8589),tensor(368.0560)
70.34494053173837,1,reer mirror,tensor(1184.9138),tensor(834.6329),tensor(194.2961),tensor(68.7650)
70.34494053173837,0,speed,tensor(1332.5530),tensor(1201.8197),tensor(470.9992),tensor(368.5181)
70.34494053173837,2,side mirror,tensor(1920.),tensor(1837.6732),tensor(375.1377),tensor(207.9082)
70.34494053173837,2,side mirror,tensor(258.2163),tensor(9.0853),tensor(365.5460),tensor(187.7633)
70.38501307659656,1,reer mirror,tensor(1184.5717),tensor(835.2347),tensor(195.9081),tensor(70.2339)
70.38501307659656,2,side mirror,tensor(1920.),tensor(1832.9016),tensor(374.9554),tensor(210.1743)
70.38501307659656,0,speed,tensor(1330.4075),tensor(1196.9437),tensor(474.0352),tensor(367.2354)
70.38501307659656,2,side mirror,tensor(254.3478),tensor(6.6449),tensor(368.5354),tensor(189.2733)
70.42508562145476,1,reer mirror,tensor(1179.6838),tensor(829.8591),tensor(196.8119),tensor(70.9049)
70.42508562145476,0,speed,tensor(1327.4813),tensor(1200.3640),tensor(474.0443),tensor(369.7394)
70.42508562145476,2,side mirror,tensor(1919.9331),tensor(1823.7917),tensor(375.9017),tensor(206.4213)
70.42508562145476,2,side mirror,tensor(253.9614),tensor(2.3522),tensor(367.1478),tensor(195.7124)
70.46515816631295,1,reer mirror,tensor(1169.9524),tensor(822.8115),tensor(195.8773),tensor(70.0028)
70.46515816631295,0,speed,tensor(1320.8529),tensor(1195.7831),tensor(470.9558),tensor(370.0103)
70.46515816631295,2,side mirror,tensor(1919.8958),tensor(1809.2795),tensor(373.4028),tensor(210.1650)
70.46515816631295,2,side mirror,tensor(251.1441),tensor(3.9652),tensor(369.8970),tensor(193.7618)
70.50523071117114,1,reer mirror,tensor(1165.8175),tensor(819.8535),tensor(193.6622),tensor(69.6990)
70.50523071117114,2,side mirror,tensor(1919.8315),tensor(1792.2869),tensor(371.0033),tensor(210.2140)
70.50523071117114,0,speed,tensor(1315.7429),tensor(1190.7808),tensor(470.1162),tensor(370.5226)
70.50523071117114,2,side mirror,tensor(247.0723),tensor(0.2960),tensor(369.4423),tensor(189.4459)
70.54530325602933,1,reer mirror,tensor(1162.7162),tensor(821.8533),tensor(194.9915),tensor(70.0822)
70.54530325602933,2,side mirror,tensor(1919.8535),tensor(1787.2024),tensor(368.0046),tensor(204.3872)
70.54530325602933,0,speed,tensor(1310.2589),tensor(1184.3948),tensor(472.2957),tensor(369.8084)
70.54530325602933,2,side mirror,tensor(242.5624),tensor(0.4784),tensor(368.8236),tensor(185.2798)
70.58537580088752,2,side mirror,tensor(1919.9381),tensor(1787.0914),tensor(365.9015),tensor(204.0360)
70.58537580088752,1,reer mirror,tensor(1158.5988),tensor(825.0011),tensor(194.9189),tensor(74.0040)
70.58537580088752,0,speed,tensor(1310.3677),tensor(1176.7709),tensor(473.0104),tensor(368.6634)
70.58537580088752,2,side mirror,tensor(240.5052),tensor(0.6701),tensor(367.1444),tensor(186.2529)
70.62544834574571,1,reer mirror,tensor(1158.1069),tensor(819.2860),tensor(191.3841),tensor(71.6370)
70.62544834574571,2,side mirror,tensor(1919.9630),tensor(1786.6740),tensor(365.2533),tensor(203.3186)
70.62544834574571,0,speed,tensor(1312.8737),tensor(1176.6870),tensor(472.2550),tensor(365.7446)
70.62544834574571,2,side mirror,tensor(239.0101),tensor(3.2376),tensor(363.6554),tensor(185.3558)
70.6655208906039,1,reer mirror,tensor(1161.0648),tensor(813.6228),tensor(188.2809),tensor(64.4678)
70.6655208906039,2,side mirror,tensor(1920.),tensor(1791.0948),tensor(363.9138),tensor(201.2084)
70.6655208906039,0,speed,tensor(1316.0662),tensor(1180.0206),tensor(465.7188),tensor(364.9356)
70.6655208906039,2,side mirror,tensor(237.8334),tensor(4.0930),tensor(355.2757),tensor(180.2496)
70.70559343546209,1,reer mirror,tensor(1165.4363),tensor(815.5251),tensor(184.9048),tensor(59.2260)
70.70559343546209,2,side mirror,tensor(1920.),tensor(1815.6559),tensor(358.7607),tensor(199.9135)
