time,class,AOI,xmax,xmin,ymax,ymin
185.63348,2,side mirror,tensor(75.5908),tensor(0.2769),tensor(620.1408),tensor(457.0720)
185.63348,1,reer mirror,tensor(1024.5967),tensor(672.0732),tensor(294.8461),tensor(179.7041)
185.63348,2,side mirror,tensor(1783.8014),tensor(1560.9716),tensor(478.4074),tensor(353.1007)
185.63348,0,speed,tensor(1201.8120),tensor(1081.8584),tensor(537.3978),tensor(449.1131)
185.67355251168306,2,side mirror,tensor(75.6155),tensor(0.2816),tensor(620.1977),tensor(457.3653)
185.67355251168306,1,reer mirror,tensor(1024.6620),tensor(672.1124),tensor(295.0101),tensor(179.7861)
185.67355251168306,2,side mirror,tensor(1783.8424),tensor(1561.0302),tensor(478.4869),tensor(353.0551)
185.67355251168306,0,speed,tensor(1201.8745),tensor(1081.7515),tensor(537.3567),tensor(449.1259)
185.71362502336612,1,reer mirror,tensor(1023.6711),tensor(670.1799),tensor(293.4732),tensor(179.3082)
185.71362502336612,2,side mirror,tensor(69.0714),tensor(0.3319),tensor(621.2776),tensor(455.6089)
185.71362502336612,2,side mirror,tensor(1779.8020),tensor(1558.0997),tensor(475.2800),tensor(351.3169)
185.71362502336612,0,speed,tensor(1200.3226),tensor(1076.9552),tensor(538.9670),tensor(448.2196)
185.75369753504916,2,side mirror,tensor(1775.9711),tensor(1552.1239),tensor(481.1007),tensor(352.5447)
185.75369753504916,1,reer mirror,tensor(1020.3433),tensor(668.7394),tensor(296.0345),tensor(180.3362)
185.75369753504916,2,side mirror,tensor(63.6412),tensor(0.2882),tensor(619.3491),tensor(452.5543)
185.75369753504916,0,speed,tensor(1193.7136),tensor(1071.8068),tensor(543.2357),tensor(451.5646)
185.79377004673222,1,reer mirror,tensor(1017.5190),tensor(667.4838),tensor(297.1873),tensor(182.7519)
185.79377004673222,2,side mirror,tensor(1771.1488),tensor(1552.3755),tensor(482.5150),tensor(354.4309)
185.79377004673222,2,side mirror,tensor(57.8516),tensor(0.2076),tensor(619.2459),tensor(453.6622)
185.79377004673222,0,speed,tensor(1190.6012),tensor(1067.5774),tensor(543.8909),tensor(453.9493)
185.83384255841528,1,reer mirror,tensor(1016.6624),tensor(667.0910),tensor(295.7151),tensor(181.5079)
185.83384255841528,2,side mirror,tensor(1771.2817),tensor(1551.7471),tensor(481.2198),tensor(352.3781)
185.83384255841528,0,speed,tensor(1185.6855),tensor(1067.5715),tensor(542.9799),tensor(451.3499)
185.83384255841528,2,side mirror,tensor(58.0596),tensor(0.3469),tensor(619.1959),tensor(451.1425)
185.87391507009835,2,side mirror,tensor(1769.9960),tensor(1550.7528),tensor(479.3676),tensor(347.8539)
185.87391507009835,1,reer mirror,tensor(1014.0793),tensor(665.4578),tensor(292.6887),tensor(180.0764)
185.87391507009835,0,speed,tensor(1188.6416),tensor(1064.7748),tensor(539.3422),tensor(449.1422)
185.87391507009835,2,side mirror,tensor(56.8225),tensor(0.1793),tensor(622.3665),tensor(450.5819)
185.91398758178138,1,reer mirror,tensor(1013.1412),tensor(663.5171),tensor(290.6613),tensor(179.5049)
185.91398758178138,0,speed,tensor(1180.5657),tensor(1064.0326),tensor(537.3553),tensor(450.1072)
185.91398758178138,2,side mirror,tensor(1765.9871),tensor(1548.1996),tensor(472.5818),tensor(350.0669)
185.91398758178138,2,side mirror,tensor(52.2164),tensor(0.1634),tensor(618.0894),tensor(450.2455)
185.95406009346445,1,reer mirror,tensor(1008.7505),tensor(659.0229),tensor(290.9494),tensor(180.1929)
185.95406009346445,2,side mirror,tensor(1763.5635),tensor(1544.0636),tensor(472.2071),tensor(350.5959)
185.95406009346445,0,speed,tensor(1180.1748),tensor(1060.2267),tensor(538.0875),tensor(450.1160)
185.95406009346445,2,side mirror,tensor(47.9147),tensor(0.),tensor(619.8549),tensor(453.6652)
185.9941326051475,1,reer mirror,tensor(1005.3876),tensor(656.5660),tensor(293.3008),tensor(180.3187)
185.9941326051475,2,side mirror,tensor(1758.0404),tensor(1540.2372),tensor(473.8657),tensor(348.8759)
185.9941326051475,2,side mirror,tensor(43.5038),tensor(0.),tensor(618.6219),tensor(454.5940)
185.9941326051475,0,speed,tensor(1180.4847),tensor(1061.0919),tensor(540.2148),tensor(449.9539)
186.03420511683058,2,side mirror,tensor(1754.3519),tensor(1535.5251),tensor(474.6803),tensor(352.1425)
186.03420511683058,1,reer mirror,tensor(1001.8680),tensor(654.3845),tensor(293.3587),tensor(180.5112)
186.03420511683058,0,speed,tensor(1181.0215),tensor(1057.4934),tensor(541.1375),tensor(448.4638)
186.03420511683058,2,side mirror,tensor(38.6468),tensor(0.2329),tensor(614.5922),tensor(463.1396)
186.07427762851364,1,reer mirror,tensor(999.8107),tensor(652.3047),tensor(293.6624),tensor(180.7852)
186.07427762851364,0,speed,tensor(1178.5439),tensor(1058.0823),tensor(543.0511),tensor(447.4379)
186.07427762851364,2,side mirror,tensor(1752.5065),tensor(1532.9989),tensor(473.0813),tensor(351.0818)
186.07427762851364,2,side mirror,tensor(34.8057),tensor(0.1779),tensor(616.0223),tensor(473.0389)
186.11435014019668,2,side mirror,tensor(1751.1636),tensor(1529.1949),tensor(472.4458),tensor(349.3389)
186.11435014019668,1,reer mirror,tensor(997.2724),tensor(647.3337),tensor(290.3218),tensor(180.5197)
186.11435014019668,0,speed,tensor(1174.7839),tensor(1058.4409),tensor(539.7042),tensor(447.7115)
186.11435014019668,2,side mirror,tensor(33.6749),tensor(0.1612),tensor(615.9451),tensor(481.7811)
186.15442265187974,2,side mirror,tensor(1748.0079),tensor(1528.3495),tensor(471.7371),tensor(348.4415)
186.15442265187974,1,reer mirror,tensor(995.8151),tensor(645.8196),tensor(288.6420),tensor(179.8257)
186.15442265187974,0,speed,tensor(1173.1967),tensor(1057.8850),tensor(538.2525),tensor(446.4283)
186.15442265187974,2,side mirror,tensor(33.6897),tensor(0.1479),tensor(618.9022),tensor(489.7481)
186.1944951635628,1,reer mirror,tensor(996.2015),tensor(645.1768),tensor(288.6615),tensor(179.1721)
186.1944951635628,2,side mirror,tensor(1745.6140),tensor(1528.2202),tensor(472.0052),tensor(347.0051)
186.1944951635628,0,speed,tensor(1178.6927),tensor(1058.7008),tensor(537.4699),tensor(447.0788)
186.1944951635628,2,side mirror,tensor(34.0803),tensor(0.1549),tensor(619.0985),tensor(489.9912)
186.23456767524587,2,side mirror,tensor(1745.3698),tensor(1529.1042),tensor(471.5488),tensor(346.2284)
186.23456767524587,1,reer mirror,tensor(995.7056),tensor(644.0442),tensor(289.6643),tensor(179.1432)
186.23456767524587,2,side mirror,tensor(34.1577),tensor(0.1777),tensor(619.7610),tensor(490.1149)
186.23456767524587,0,speed,tensor(1176.4401),tensor(1060.1067),tensor(535.6490),tensor(446.3847)
186.2746401869289,2,side mirror,tensor(1745.9528),tensor(1529.7366),tensor(472.7484),tensor(347.4231)
186.2746401869289,1,reer mirror,tensor(996.0066),tensor(643.8013),tensor(291.0222),tensor(179.8022)
186.2746401869289,0,speed,tensor(1172.5668),tensor(1061.1567),tensor(535.5442),tensor(447.9977)
186.2746401869289,2,side mirror,tensor(33.9443),tensor(0.1719),tensor(617.1327),tensor(488.3504)
186.31471269861197,2,side mirror,tensor(1749.3369),tensor(1530.2256),tensor(473.9837),tensor(349.3544)
186.31471269861197,1,reer mirror,tensor(996.9562),tensor(644.9136),tensor(293.2037),tensor(180.0413)
186.31471269861197,0,speed,tensor(1173.7332),tensor(1061.8451),tensor(537.0932),tensor(447.8480)
186.31471269861197,2,side mirror,tensor(33.7572),tensor(0.1582),tensor(616.3896),tensor(483.3027)
186.35478521029503,2,side mirror,tensor(1748.6136),tensor(1533.3921),tensor(474.1924),tensor(349.2120)
186.35478521029503,1,reer mirror,tensor(997.5637),tensor(647.4093),tensor(295.1060),tensor(180.3577)
186.35478521029503,2,side mirror,tensor(34.5366),tensor(0.1757),tensor(619.2194),tensor(478.0361)
186.35478521029503,0,speed,tensor(1172.7190),tensor(1059.8632),tensor(537.4792),tensor(447.6293)
186.3948577219781,2,side mirror,tensor(1748.3068),tensor(1533.3417),tensor(474.0792),tensor(349.9124)
186.3948577219781,1,reer mirror,tensor(997.0347),tensor(647.4172),tensor(295.8453),tensor(180.3588)
186.3948577219781,2,side mirror,tensor(35.1578),tensor(0.2194),tensor(622.0161),tensor(477.2518)
186.3948577219781,0,speed,tensor(1174.1735),tensor(1061.3101),tensor(538.7869),tensor(450.6674)
186.43493023366113,2,side mirror,tensor(1749.2428),tensor(1530.5724),tensor(478.1290),tensor(351.6255)
186.43493023366113,1,reer mirror,tensor(997.1932),tensor(647.0042),tensor(297.3810),tensor(181.6945)
186.43493023366113,2,side mirror,tensor(35.3220),tensor(0.2316),tensor(625.7084),tensor(475.3565)
186.43493023366113,0,speed,tensor(1173.9259),tensor(1060.2368),tensor(541.2118),tensor(452.4139)
186.4750027453442,1,reer mirror,tensor(997.0595),tensor(645.6365),tensor(302.4694),tensor(186.1142)
186.4750027453442,2,side mirror,tensor(1750.0408),tensor(1528.9662),tensor(484.1407),tensor(354.6210)
186.4750027453442,0,speed,tensor(1173.3627),tensor(1058.8884),tensor(544.1556),tensor(456.7692)
186.4750027453442,2,side mirror,tensor(35.1022),tensor(0.2301),tensor(633.1376),tensor(473.7606)
186.51507525702726,2,side mirror,tensor(1749.7053),tensor(1530.6530),tensor(489.3883),tensor(358.7017)
186.51507525702726,1,reer mirror,tensor(999.4631),tensor(648.9431),tensor(307.0877),tensor(192.8126)
186.51507525702726,0,speed,tensor(1175.2736),tensor(1058.7125),tensor(548.0895),tensor(460.7662)
186.51507525702726,2,side mirror,tensor(36.8050),tensor(0.2028),tensor(638.6949),tensor(469.0785)
186.55514776871033,2,side mirror,tensor(1753.1451),tensor(1538.4437),tensor(491.7047),tensor(360.9861)
186.55514776871033,1,reer mirror,tensor(1003.3434),tensor(654.4074),tensor(308.6705),tensor(196.5814)
186.55514776871033,0,speed,tensor(1176.2263),tensor(1061.3320),tensor(550.4915),tensor(463.3578)
186.55514776871033,2,side mirror,tensor(45.5926),tensor(0.0586),tensor(631.7185),tensor(466.1504)
186.5952202803934,2,side mirror,tensor(1756.0781),tensor(1541.5562),tensor(493.0745),tensor(362.3996)
186.5952202803934,0,speed,tensor(1180.0658),tensor(1062.0316),tensor(551.9352),tensor(462.2410)
186.5952202803934,1,reer mirror,tensor(1006.0583),tensor(659.5576),tensor(308.1888),tensor(195.8478)
186.5952202803934,2,side mirror,tensor(48.9183),tensor(0.3427),tensor(629.3611),tensor(472.2736)
186.63529279207643,2,side mirror,tensor(1759.3829),tensor(1544.0659),tensor(492.8786),tensor(362.6350)
186.63529279207643,0,speed,tensor(1181.6497),tensor(1063.1200),tensor(550.1618),tensor(460.6324)
186.63529279207643,2,side mirror,tensor(51.3904),tensor(0.4781),tensor(626.7726),tensor(467.1464)
186.63529279207643,1,reer mirror,tensor(1007.5876),tensor(662.4961),tensor(307.2502),tensor(195.7455)
186.6753653037595,2,side mirror,tensor(1762.5082),tensor(1547.1267),tensor(492.3469),tensor(361.4523)
186.6753653037595,2,side mirror,tensor(54.5531),tensor(0.4874),tensor(625.3749),tensor(468.5400)
186.6753653037595,0,speed,tensor(1183.9712),tensor(1062.1183),tensor(550.7178),tensor(459.1440)
186.6753653037595,1,reer mirror,tensor(1009.6377),tensor(664.7131),tensor(306.3366),tensor(193.8736)
186.71543781544256,2,side mirror,tensor(1765.0221),tensor(1547.4441),tensor(493.1030),tensor(361.3383)
186.71543781544256,2,side mirror,tensor(58.0007),tensor(0.5064),tensor(626.6781),tensor(469.4949)
186.71543781544256,1,reer mirror,tensor(1010.0012),tensor(666.6049),tensor(306.7611),tensor(195.0390)
186.71543781544256,0,speed,tensor(1193.1490),tensor(1062.9911),tensor(552.1251),tensor(459.4472)
186.75551032712562,2,side mirror,tensor(1768.6963),tensor(1548.4094),tensor(493.3959),tensor(361.8574)
186.75551032712562,2,side mirror,tensor(59.5534),tensor(0.4488),tensor(627.2351),tensor(469.6118)
186.75551032712562,1,reer mirror,tensor(1010.7783),tensor(667.3398),tensor(305.9949),tensor(196.0733)
186.75551032712562,0,speed,tensor(1195.2350),tensor(1066.5378),tensor(551.1189),tensor(461.3628)
186.79558283880866,2,side mirror,tensor(1770.3662),tensor(1550.6638),tensor(493.2443),tensor(362.3184)
186.79558283880866,2,side mirror,tensor(62.9215),tensor(0.4494),tensor(629.4137),tensor(467.9807)
186.79558283880866,1,reer mirror,tensor(1013.3377),tensor(669.0796),tensor(307.2200),tensor(196.9072)
186.79558283880866,0,speed,tensor(1199.5358),tensor(1068.2856),tensor(550.6353),tensor(461.7021)
186.83565535049172,2,side mirror,tensor(1773.1274),tensor(1553.8506),tensor(493.0755),tensor(361.5622)
186.83565535049172,1,reer mirror,tensor(1016.6082),tensor(669.8547),tensor(306.8703),tensor(196.6735)
