time,class,AOI,xmax,xmin,ymax,ymin
75.332011,2,side mirror,tensor(1862.2787),tensor(1636.2983),tensor(527.6845),tensor(385.6979)
75.332011,1,reer mirror,tensor(1115.2625),tensor(773.4160),tensor(268.9163),tensor(159.1773)
75.332011,2,side mirror,tensor(210.3462),tensor(0.),tensor(521.7114),tensor(361.9931)
75.332011,0,speed,tensor(1260.8333),tensor(1146.1162),tensor(532.2246),tensor(440.5277)
75.37208351002279,2,side mirror,tensor(1863.1685),tensor(1637.2544),tensor(529.6188),tensor(391.8078)
75.37208351002279,1,reer mirror,tensor(1117.0342),tensor(773.8444),tensor(271.4445),tensor(158.6402)
75.37208351002279,2,side mirror,tensor(216.7023),tensor(0.0841),tensor(522.3699),tensor(365.2131)
75.37208351002279,0,speed,tensor(1263.6101),tensor(1146.8496),tensor(536.6655),tensor(440.9156)
75.41215602004559,2,side mirror,tensor(1866.8185),tensor(1641.7423),tensor(531.9626),tensor(394.4473)
75.41215602004559,1,reer mirror,tensor(1120.0042),tensor(776.3218),tensor(275.7384),tensor(160.3540)
75.41215602004559,2,side mirror,tensor(222.9735),tensor(0.),tensor(522.9089),tensor(368.1485)
75.41215602004559,0,speed,tensor(1265.0033),tensor(1148.9086),tensor(537.3961),tensor(441.9515)
75.45222853006838,2,side mirror,tensor(1870.5470),tensor(1642.5107),tensor(537.5852),tensor(395.7149)
75.45222853006838,1,reer mirror,tensor(1122.3149),tensor(780.8445),tensor(275.7549),tensor(164.5481)
75.45222853006838,0,speed,tensor(1265.9250),tensor(1150.7737),tensor(538.3024),tensor(443.0663)
75.45222853006838,2,side mirror,tensor(222.8548),tensor(0.),tensor(519.2503),tensor(366.9034)
75.49230104009118,2,side mirror,tensor(1871.9583),tensor(1644.4475),tensor(540.6835),tensor(399.1024)
75.49230104009118,1,reer mirror,tensor(1124.6863),tensor(784.3672),tensor(276.8562),tensor(166.2772)
75.49230104009118,0,speed,tensor(1269.2505),tensor(1153.4866),tensor(540.3488),tensor(445.8842)
75.49230104009118,2,side mirror,tensor(224.2189),tensor(0.),tensor(519.4374),tensor(368.3503)
75.53237355011397,2,side mirror,tensor(1874.6006),tensor(1649.9858),tensor(543.0340),tensor(402.5547)
